#除夕不放假#,Query time: 2023-12-17 23:12:54
各省、自治区、直辖市人民政府，国务院各部委、各直属机构：经国务院批准，现将2024年元旦、春节、清明节、劳动节、端午节、中秋节和国庆节放假调休日期的具体安排通知如下。一、元旦：1月1日放假，与周末连休。二、春节：2月10日至17日放假调休，共8天。2月4日（星期日）、2月18日 各省、自治区、直辖市人民政府，国务院各部委、各直属机构：经国务院批准，现将2024年元旦、春节、清明节、劳动节、端午节、中秋节和国庆节放假调休日期的具体安排通知如下。一、元旦：1月1日放假，与周末连休。二、春节：2月10日至17日放假调休，共8天。2月4日（星期日）、2月18日（星期日）上班。鼓励各单位结合带薪年休假等制度落实，安排职工在除夕（2月9日）休息。三、清明节：4月4日至6日放假调休，共3天。4月7日（星期日）上班。四、劳动节：5月1日至5日放假调休，共5天。4月28日（星期日）、5月11日（星期六）上班。五、端午节：6月10日放假，与周末连休。六、中秋节：9月15日至17日放假调休，共3天。9月14日（星期六）上班。七、国庆节：10月1日至7日放假调休，共7天。9月29日（星期日）、10月12日（星期六）上班。节假日期间，各地区、各部门要妥善安排好值班和安全、保卫、疫情防控等工作，遇有重大突发事件，要按规定及时报告并妥善处置，确保人民群众祥和平安度过节日假期。国务院办公厅2023年10月25日,10月25日 23:31
到底是谁按排的 ？谁想出来的？  除夕夜对我们中国人意味着什么他知道吗 ？ 我们的传统节日有多少要被外国抢去了知道吗？  别人开开心心在家里吃年夜饭看春晚，打工人呢？大过年的还要请假回家过除夕，过新年，还要被扣工资？ ,10月25日 23:31
能不能听听人民的声音啊 求求你们了听听人民的声音吧 ,10月25日 23:31
大年初一赶回家吃剩的年夜饭,10月25日 23:31
好累，能不能搞到制定调休的专家的家庭地址啊，除夕上班之后我闪现到他家然后默默吊发财在他家门口，我其实并不是很稀罕这个史上最长春节 ,10月25日 23:31
十月一号也别放假了吧,10月25日 23:31
没人骂么！！！！！ ,10月25日 23:31
sjb都滚 我他妈今年第一年上班 ,10月25日 23:31
不是不想过除夕 是圣诞节更有性价比,10月25日 23:31
除夕是不放假的，放假是调休的 ,10月25日 23:31
🤢 ,10月25日 23:30
吗了个b的谁研究的 ,10月25日 23:30
那我可要打电话了噢,10月25日 23:30
牛哇，牛哇，年直接没啦,10月25日 23:30
滚啊 ,10月25日 23:29
。我去尼玛的 ,10月25日 23:29
别说了 叶文洁按键吧！！这是哪个汉奸想出来的主意,10月25日 23:29
那我把结婚生孩子调到下辈子吧,10月25日 23:29
**（此处省略八百字。） ,10月25日 23:29
按照春运，有两天年假余额。如果除夕放假，那可以抢三天的票，现在只能抢两天的票这。。。今年感觉有一部分会抢不到票哇～～～ ,10月25日 23:29
一个冷知识，连世界大战圣诞节都休战，赶英超美就差这一天了，努力啊兄弟们！！ ,10月25日 23:29
除夕那天晚上大家打算怎么过？,10月25日 23:29
这活干的，一群人凑不出来半个🐴，天天回家都是团圆饭 ,10月25日 23:29
6 ,10月25日 23:28
离谱 ,10月25日 23:28
起来!不愿做奴隶的人们! ,10月25日 23:28
哈哈哈支持不放假！最好一天假都别放，和我一样7X24X365！大家一起毁灭吧！！！ ,10月25日 23:28
小偷 你不劳而获就走 小偷…！！！ ,10月25日 23:28
你最好有事。,10月25日 23:28
要点明确,10月25日 23:28
是不是我网速不够快，我现在还活在奴隶制时代吗,10月25日 23:28
永远不放假的中国人... ,10月25日 23:28
嘴上说着保护优秀传统文化，实际做的就是漠视优秀传统文化。唉悲哀。 ,10月25日 23:28
热搜压没了? ,10月25日 23:28
除夕为什么不放假！！！！！除夕为什么不放假！！！！！除夕为什么不放假！！！！！除夕为什么不放假！！！！！,10月25日 23:28
要不直接到2025吧 2024别过了 日历反正都写的 下次日历写得不好的年份直接不过了吧,10月25日 23:28
《为什么现在的年轻人越来越不重视传统节日了？》 ,10月25日 23:27
➖！好➖！ ,10月25日 23:27
好好好 ,10月25日 23:27
虽然但是，某些人能不能先了解下调休的背景以及明白法定节假日只有这么几天的事实再开始喷啊，喷到问题点上行不行,10月25日 23:27
md，社畜打工，你高层回家吃团圆饭是吧。打工本来就烦 ,10月25日 23:27
前几天候补的车票，去哪儿的候补诊断功能说今天可以候补成功，还真成功了，发个微博夸一下，芜湖，周末粗去玩喽！我是在去哪儿搜21。。81。。61测的前几天候补的车票，去哪儿的候补诊断功能说今天可以候补成功，还真成功了，发个微博夸一下，芜湖，周末粗去玩喽！我是在去哪儿搜21。。81。。61测的,10月25日 23:27
难不成让我在学校过除夕？ ,10月25日 23:26
忽然收获一份大礼包，或多或少是感动的。只是感动之中甚少感激成分，更多是感慨。我们的假期要靠调休来维系，而且每年国家规定法定假期并发布，既要确保国人能享受劳动权益的保障，又要让有限的假期发挥更大的作用，如提升休假的满足感、推动假日经济发展，实在费尽了 忽然收获一份大礼包，或多或少是感动的。只是感动之中甚少感激成分，更多是感慨。我们的假期要靠调休来维系，而且每年国家规定法定假期并发布，既要确保国人能享受劳动权益的保障，又要让有限的假期发挥更大的作用，如提升休假的满足感、推动假日经济发展，实在费尽了心思，不容易。可惜花再多的心思，也满足不了所有人的需求，总有人为此伤心不满。专家说“总假期天数在国际上处于中等偏上水平”，我是相信的，因为假期在那里，总可以计算的。但大多数人却感受不到，专家也说了，是因为“带薪年休假制度落实不到位”，我也是相信的，制度么，总有些地方、总有些人是执行不到位的。唯一的疑惑就是“除夕”，是放在法定假期里面，还是算作普通休息日，或是列入“带薪年休假安排”范畴，这个“非常巧妙”的探索，实在令人费解。明知现实中，法定假期都不一定执行到位，指望“带薪休假”来落实，不就是变相拉大“假日贫富差距”么？如此这般，何不移风易俗，干脆将“除夕”从假日印象中除名呢，反正现在日子越来越好，年味越来越淡，每天都能像过年一样。,10月25日 23:26
好家伙，我才反应过来除夕是过年前一天加个班把春晚都误了你确实该骂,10月25日 23:26
除夕都不放了，那这不是活该吗💀 ,10月25日 23:26
好好好好好好好好好好好好，本来学校就想尽办法钻漏子不放假，这下好咯，直接不用放啦,10月25日 23:26
嗯嘟 ,10月25日 23:25
传统里，除夕是最有意义的一天，然而…唉！除夕傍晚下班，大年初一也未必能到家…唉:-(    真的栓Q了…鼓励…除夕放假…未必… ,10月25日 23:25
热搜看了一天 刚才才后知后觉的发现 除夕就是春节前一天 过年前一天全国人民都在上班 属实活久见了,10月25日 23:25
？？？？？？？？？？？？？？？？所以呢？我妈除夕夜的时候连放在外面的厨余垃圾的小绿垃圾桶都要提回家让它过年，说所有家里的物品都要回家过年，你告诉我不放假。过年呀，过年诶，在干嘛？在干嘛？这是在干嘛？ ,10月25日 23:25
😇😇😇,10月25日 23:25
想出这个调休的人，又当又立，啊呸 ,10月25日 23:25
叫你们不买房，在工作的地方买房了就可以回家过年了呀！害，为了房地产真拼呀,10月25日 23:25
一起高铁上包饺砸,10月25日 23:24
今早我还和我看见的而生气，现在就觉得它没有同理心，毕竟我是那个被控制的死亡线 ,10月25日 23:24
？作业谁来写呢我请问🔪,10月25日 23:24
累了 这b世界,10月25日 23:24
妈耶，控制舆论你有一手 ,10月25日 23:24
我就是希望我们，我谢谢这个给我们放假的这个人呢，原来这么用心良苦呢，除夕不回家是为了更好的发展呢真的太感谢了啊，缓解了青年催婚的问题缓解了家庭矛盾问就是 不放假回不了家买不到票主打一个谁也别想过年[丰收了]🤗🙃 ,10月25日 23:24
除夕都不过，还是中国人吗？ ,10月25日 23:24
那我亖给你看吧,10月25日 23:24
6 ,10月25日 23:24
除夕是一年中大家盼望的日子， 要让大家对调休这事不反感，其实很简单的，给大家每年再加多几天的假期不就行了… ,10月25日 23:24
？ ,10月25日 23:24
说什么年夜饭赶不上了，中午吃年饭的咋办,10月25日 23:24
鬼东西，越来越能扯了 ,10月25日 23:23
你不买房的话，年也别过了,10月25日 23:23
不喜欢预支周末的连休 ,10月25日 23:23
质疑叶文洁，理解叶文洁，成为叶文洁,10月25日 23:23
假期是越来越少的，物价是越来越高的工资是一分没涨的，房价是一点不降的畜牲是随处可见的 ,10月25日 23:23
当前服务器不适合新玩家，请注意 ,10月25日 23:22
普天之下的人都在吐槽除夕不放假的安排。于我而言，第一个“再也没有温暖家”的春节其实也没所谓了,10月25日 23:22
真想亖啊,10月25日 23:22
是有点惨,10月25日 23:22
,10月25日 23:22
调休，🇰🇷都不偷的东西,10月25日 23:22
哇哦 ,10月25日 23:21
给春晚说说，憋排了，妹空看，上班呢！ ,10月25日 23:21
感觉春节假期从腊月二十六放到隔年初六上班挺好除夕前热热闹闹的准备年货太有年味儿了 ,10月25日 23:21
建议国家工作人员，先把双休制度落实好吧，双休都不能保证，怎么在那有脸说，因为调休，节日前后最长上六天的？！那是对你们双休的人而言，好吧。能保证了双休，你们也不用费事芭蕉的研究调休了，光放节日当天那一天，我们也乐意。真是不止百姓疾苦呀,10月25日 23:21
什么？！除夕不放假？！…………放不放的和我有啥关系，回头一想，害！本来单位就不放假,10月25日 23:21
就不能正常点过节吗为什么要让大家都讨厌上班到底是谁定的制度啊 还有人性吗就不能正常点过节吗为什么要让大家都讨厌上班到底是谁定的制度啊 还有人性吗,10月25日 23:21
无所谓 反正大家放假我上班 全年无休,10月25日 23:21
咱们的国服男枪呢？ ,10月25日 23:21
你要不直接把春节删掉吧当个普通节日过我还能好受点 ,10月25日 23:21
为什么现在能变成这样啊，真的很痛心，除夕夜还一起包饺砸吗？,10月25日 23:21
好幽默 ,10月25日 23:21
好好好 以后没有十二生肖了 全属驴 ,10月25日 23:21
以后可别再说年轻人不重视传统文化传统节日了…… ,10月25日 23:21
尊嘟假嘟o.0 ,10月25日 23:20
我有三问：一问除夕不放假，可不可以把除夕让给偷国；二问调休这么为民着想，怎么大家得好还不满意；三问节假日在不调休的情况下多放几天企业会倒闭吗。 ,10月25日 23:20
浩帅的严猫猫～天冷加衣哦～😻😽🙌,10月25日 23:20
我朋友说等我们以后出来工作就是一只除夕还在拉磨的驴哈哈哈哈哈哈哈爆笑,10月25日 23:20
我不懂，很多人辛苦工作一年不就盼望除夕放个假好好和家人团聚，为什么还要安排上班？不更给那些老板一个剥削的理由。哪过年的意义又是什么呢？真的不懂....,10月25日 23:20
沙雕玩意 ,10月25日 23:20
我看微博上有一部分人抱怨，说除夕不放假。只能说明这些人太年轻了，前些年除夕就不放假啊，初一到初七，我上班以后都经历过，真的，后来才改的，现在这些人要么太年轻了，要么经历过却忘记了。还有，以前五一是七天长假的，国庆也是七天长假，一年等于春节，五一， 我看微博上有一部分人抱怨，说除夕不放假。只能说明这些人太年轻了，前些年除夕就不放假啊，初一到初七，我上班以后都经历过，真的，后来才改的，现在这些人要么太年轻了，要么经历过却忘记了。还有，以前五一是七天长假的，国庆也是七天长假，一年等于春节，五一，国庆三个黄金周。难道互联网上，没有像我一样年纪稍微大一点朋友吗？在我年轻的时候，绿皮火车是真绿皮火车，没有空调，车厢只有电扇，冬天烧煤那种，春运时候人挤人，是真买不到票，排队在窗口前面可能也就是硬座票，卧铺也买不到，可能年轻人只在银幕上看过了。现在的绿皮火车，含义成了动车组列车（高铁）以外的所有普通车，以前的Z（直达特快）、T（特快）、K（快速）都是绿皮了。,10月25日 23:20
