五月天巴黎演唱会被指「真唱气息不稳」，如何从专业角度解读？与此前演唱会是否有不同？,gender,comments,likes,updated_time
五月天“假唱”，一场全面失败的危机公关五月天邀请全民见证的巴黎演唱会今日凌晨终于开唱了。不少网友将该场演唱会直播和之前国内场的表现做了比较，结论是：巴黎场明显费力很多，甚至有网友说，阿信把高音都给了粉丝唱。“五月天假唱”事件到现在，各有说法。有人说现在俨然成为了一场大型的网暴狂欢，因为公众对五月天的攻击，早已不仅仅是假唱本身。即便如此，也有更多人觉得，假唱如诈骗，被骂是应该的。事情发展到现在，无论最终官方如何定性，五月天都“脱粉”不少，而这个组合，或许也不可能再重回之前的状态了。真相存在于每个观众的心中，而不仅仅取决于一份简单的结论。这次事件的处理，几乎是一次危机公关完整版的错误示范，让五月天失去了大部分公众的信任。危机公关的5S原则是：速度第一，系统运行、权威证实、真诚沟通、承担责任。五月天方几乎处处踩雷，不妨回顾一下他们对此次假唱质疑的处理：11月30日（上周四），博主“麦田农夫”发布了一段视频，称其对网友提供的12首五月天11月16日上海体育场演唱会现场的演唱歌曲音频进行分析后发现，其中半数存在假唱情况。随后，该博主又分析了五月天11月28日英国伦敦演唱会的歌曲，认为该场演唱会的部分歌曲存在假唱的情况。12月3日早上，#五月天假唱鉴定#词条登上微博热搜。12月3日晚上，五月天经纪公司相信音乐这才发了微博，称五月天巴黎演唱会将于北京时间12月8日凌晨3点开始全程直播3小时。到这里就存在了3个很大的问题：1、错过了危机公关的最佳时机。假唱事件发酵了3天都没出来回应，任粉丝自行解释与路人对攻。粉丝的维护的确很重要的，但无组织的群体的理智是显著低于个体的。面对假唱质疑，粉丝做的主要是三件事：与博主和路人对骂，放出演唱会现场破音的视频以论证并未假唱，表达唱功不重要、假唱也愿意买单的态度。3天冷处理的后果是，网上出现了很多五月天演唱会现场视频，除了破音的就是证实假唱的（仅就网友放出的视频而言，不代表视频一定真实），事情越闹越大且公众印象很差，给人一种五月天不仅假唱而且唱功差，粉丝还无底线纵容的感觉。2、官方延迟发声却没有依然没有正面回应，看不到真诚。很明显，论证没有假唱的逻辑是对以往的演唱会音视频（尤其是备受质疑的上海场次）进行分析解释，以前有没有假唱与下一次是否真唱无关。这个回应从逻辑上都说不通，足以看出经纪公司根本没有与公众进行真诚沟通的态度，自说自话的做法显得高高在上，说了等于没说还激化了矛盾。在网上已经有大量所谓“假唱实锤”视频的情况下，宣布巴黎直播只会让人觉得五月天在国内假唱在海外却真唱，区别对待激发公众逆反心理。3、没有及时收集事实证据，对舆论形势进行判断和预估，缺乏系统公关手段。相信音乐用演唱会直播回应后，一起上热搜的还有#相信音乐 双休#，意思是工作人员周末不上班才没有回应。如果真的是这样，那更证明经纪公司的公关不专业，舆论危机不等人，等到上班处理黄花菜的都凉了。但事实上，12月2日（上周六）相信音乐账号还在发刘若英的宣传微博，显然是上班的，且上了微博也应当清楚发生了假唱争议。知道但不回应，在公众眼里就是心虚的表现。在矛盾愈演愈烈的情况下，12月4日下午，上海市文化和旅游局执法总队表示五月天相关演唱会的原始音视频材料已在鉴定中。同日晚6点半，相信音乐终于出了一份“没有假唱”的声明。官方鉴定+明确否定，看起来是有正面回应，且有权威证实（即表达出真唱就不怕被鉴定的态度），但公众依然不是很买账。五月天方看起来身正不怕影子斜，实则钻了“假唱”定义模糊的空子。很明显，公众认为需要澄清的假唱和法律上定义的“假唱”是有偏差的，《营业性演出管理条例实施细则》定义的假唱基本就等于现场放CD歌手直接不唱，而公众更想知道的是是否存在垫音过度、或提前录制音频演唱会上半播半唱等情况，真正真诚的沟通理应对此作出解释。上述公关手段还只是不符合危机公关的5S原则，接下来的两个做法则称得上是迷惑行为。一是找艺人好友声援，刘若英、丁当、陈绮贞等发声力挺五月天。然而其他艺人是无从获悉或证明五月天是否假唱的，此转发行为莫名其妙、毫无意义，除了给事件加热度以外没有任何作用。真要想利用名人声援，不如找一些有一定影响力的技术流音乐博主对最初的那两个假唱分析视频进行技术鉴定分析，从源头打击或许能把假唱事件，往有预谋的恶意陷害方向带；或者找到网上传播的所谓假唱实锤的现场视频，判断其是否存在恶意替换音轨的情况，如果能够证明网上的实锤视频真假皆有，也能很大程度上降低这些视频的可信度。二是主唱发小作文。12月6日，阿信发长文回应近期的假唱风波，长篇大论走情感路线，却缺少关键内容，是否存在公众认为的那种假唱行为避而不谈，顾左右而言其他。这篇文章发出来后没起到澄清作用，反而被公众攻击其他细节，“10拍E6”估计会成为类似“208万”的一个网络梗。回顾五月天方对假唱危机的公关细节，除了真诚沟通缺位以外，会发现还有一个很关键的点始终缺席——承担责任。假唱事件本来只是公众的质疑，在“假唱”界定本身就困难的情况下，在真假现场视频广泛传播的情况下，真相本身其实已经没那么重要了，因为不管最终结论是什么都会有人信有人不信。那最重要的是什么？就是展现态度+责任承担。从头到尾五月天方没有提过任何关于补偿、赔偿等事宜，而假唱事件争议这么大的原因，就在于这不仅仅是职业操守问题，而是涉嫌违法，且可能存在欺诈消费者的情况。五月天方或许认为，执法机构的权威鉴定最后不会下假唱结论，因为法律上认定假唱确实是很严格的，所以他们才始终不肯服软。舆论最盛之时，嘴硬不会有好下场，越嘴硬公众越逆反。表现服软的态度+主动承担责任不代表假唱实锤，而是一种尊重公众的表现，也能最大程度地安抚公众情绪。如果五月天一开始就直接说明不存在假唱，但是为了演出更完美用了一些技术手段（例如垫音过度）导致引发争议，不管怎样还是影响了观众体验，为了弥补大家，可以为相关场次的观众办理退票。态度诚恳地承认一点小错误，又愿意主动承担责任，或许这件事就不会闹得这么难看。刘德华和薛之谦都曾因身体不适取消演唱会，都是诚恳致歉+安排退票，反而还拉了一波好感。而从粉丝对五月天的维护程度，以及粉丝人数在演唱会观众总人数的占比来看，可能退票的人还真没那么多。刘德华演唱会中止表示可以为大家安排退票，粉丝却纷纷表示不想退，并认为刘德华敬业尊重舞台。看了半场的观众都有很多不想退的，看完全场又去退票的人想必会更少。如果假唱事件的直接利益相关方：演唱会的消费者都觉得这事没问题，那其他没买票的网友吃个瓜也就散了。且五月天方是完全有这个经济实力的。五月天2023年安排了77场演唱会，体力和嗓子状态能否支撑高频演唱会是公众质疑假唱的重要原因之一。同时据媒体统计，2023年五月天演唱会收入已经超30亿，其中上海8场演唱会的周边收入都高达1.78亿，说是赚得盆满钵满完全不夸张。吸金无数却不愿给予公众一点点精神和经济补偿，妄想分文不花不痛不痒地度过一次危机，天底下哪有这样的好事呢？最搞笑的是，五月天方目前所采取的公关手段竟然被网友完美预测：冷处理+live+打感情牌。这一方面说明中国台湾的音乐公司根本没有搞清楚内地危机公关的关键点，还是拿以前那一套处理，但网友显然没那么好糊弄了；另一方面，他们显然是低估了舆论的威力。根据南方周末的报道，相信音乐文化传媒（北京）有限公司的实控人曾是五月天经纪人，创建这个公司的意图就是打开新的粉丝经济模式，事实证明很成功。（截图来源于南方周末文章）阿信在2023年的成都演唱会上曾说：“有人说相信音乐把五月天当摇钱树，如果五月天不想唱，没有人能够逼我们，如果怪兽、玛莎、石头、冠佑、阿信想唱，也没有人能挡住我们”。可现在挡住五月天的，似乎是他们自己。最后，想说的是，五月天的创作才华是真的，那些歌曲曾带来的感动也是真的，如果之前的每场演唱会都是巴黎这场的水准，或许就不会有这些质疑。但目前，失望也是真的，谁不希望自己的青春偶像能有一个完美结局呢？,-1,1,15,2023-12-09 10:10:42
依赖了24年的嫂子，果然不同凡响！,-1,0,0,2023-12-09 09:56:08
本来演唱会能唱到80岁，现在这演唱会频率两年就歇菜,1,0,0,2023-12-09 09:49:41
国内假唱，国外真唱，6。,-1,1,0,2023-12-09 09:48:39
退一百万步来说，就算他这次真唱且唱得不错，也改变不了之前假唱骗人的事实…重点不是他是否有能力真唱，而是之前是否骗人假唱捞钱,-1,3,0,2023-12-09 09:42:11
此前演唱会是否假唱大家心知肚明。怎么没有律师出来组织集体诉讼？假一赔三啊。,1,1,2,2023-12-09 09:40:06
看当年谭咏麟的演唱会，全场蹦蹦跳跳，头上都是汗水，愣是不影响发音。那是真的牛。,-1,0,16,2023-12-09 09:15:51
本来大家还都怀疑一场真唱代表不了以前都是真唱。结果五月天直接打破质疑了……已经……没什么好争议的了……,1,0,0,2023-12-09 09:13:50
五月天的这个才是真正的“演”唱会。其他人都没把“演”这个字的精髓表现出来，最多就表现了一个唱。,1,0,0,2023-12-09 09:04:30
是不是只有我看成了真气不足？？,-1,0,0,2023-12-09 09:00:30
,0,0,0,2023-12-09 08:40:56
如果五月天被实锤假唱了，那他还是改名为阿宏吧，毕竟没有陈信了,-1,0,1,2023-12-09 08:22:48
这事可真摇滚 ,1,0,0,2023-12-09 08:20:13
好消息：真唱了坏消息：跑调了,-1,0,1,2023-12-09 08:19:21
巴黎天气太冷吧,-1,0,0,2023-12-09 07:57:07
我记得以前五月天被摇滚圈骂的可惨了，有那么一批普通的观众还特瞧不起摇滚圈，说是没睁着钱，不够大众，歌好听管他呢……,1,0,0,2023-12-09 07:38:41
我看是10拍G8粉丝不够专业啊,1,0,0,2023-12-09 06:57:01
五月天用巴黎演唱会和上海演唱会重新定义了“演唱会”——表演出 努力在唱 的歌迷粉丝会……,1,0,5,2023-12-09 06:04:34
破音就破音呗，气息不稳就气息不稳呗，一个乐队真唱破音不正常吗？听现场就应该有听到车祸现场的心理准备。只要你是真心对待观众，观众就会包容你的，真心比什么10拍E6重要多了。,0,0,0,2023-12-09 05:31:16
大智者看上去显得非常广博，小智者却十分琐细；高论者盛气凌人，争论者小辩不休。辩士睡时，精神与梦境交错在一起，醒后疲于与外物接触纠缠。每天与外物相接，其心有如经历了一场又一场的战斗一样疲惫。有的心机柔奸，有的善设陷阱，有的潜机不露,-1,0,4,2023-12-09 04:22:29
贴一个多年以前的视频，也是占据了当年各大网站头版头条很久时间的，巅峰期尚且如此，更何况衰老，发胖，不自律的现在，不吹不黑，只是客观转帖。你要是笑了就点点赞，你要是粉丝老师我提前搁这儿给您道歉了，其实我也是粉丝，听五月天的歌，也唱五月天的歌，但出了事还是得就事论事，不聋不瞎的人自有定论，我就不多说什么了。,1,1,1,2023-12-09 04:04:43
能够唱到10拍E6是一个非常高的音高，属于高音的范畴，需要具备非常强的嗓音实力和技巧，否则很容易唱破或者出现其他问题。 E6音大家能听出来吗？可能你对E系列的音没概念，但是你应该知道高音是什么样？比如：歌剧《拉美莫尔的露琪亚》中咏叹调“疯狂场景”。女高音需要在这段花腔颇为复杂的咏叹调中唱到E6这个音高。维瓦尔第歌剧《四季》中的咏叹调“春天的来临”。女高音同样需要在段落末尾发出一个E6的高音。阿信说能够在演唱会上稳定地达到这个音高，说明他在假唱和撒谎。并且我非常的相信，这个公关文是他的公关团队写出来的，并且是垃圾公关团队，作为一个音乐人应该知道E6有多高，没学过美声唱法的唱E6有多难。歌手假唱(也就是口型不实况演唱)会受到相关的惩罚和后果根据文化部的规定，假唱的歌手及其作品将不享受相关的文化补贴、奖励、评优等。假唱的歌手在公众面前丢失声誉和人气，甚至被粉丝“退坑”，这对歌手的事业发展影响巨大。根据中国的《广播电视管理条例》，假唱属于虚假宣传嫌疑，歌手和制作方都有可能受到行政处罚，最高罚款可达到10万元人民币。一旦被媒体披露，将成为公众谴责和批评的对象，视频网站如果传播假唱内容，也会受到监管部门的处罚和约谈。我和你谈假唱，你和我谈情怀我和你谈歌曲，你和我谈音高。巴黎演唱会一定会真唱，因为国外对假唱处罚力度更大。假唱真的是音乐人这三个字的侮辱，别让他被这个话题转移视线，假唱就应该受到惩罚。,1,0,1,2023-12-09 03:56:03
你们老是说我上班迟到，你明天看看我是不是准时打卡,1,0,3,2023-12-09 02:47:40
当假大空、虚伪、坑蒙拐骗、精致利己不再是人人喊打、敌视与唾弃！说明，监督体制的缺失与其机能失效已病在膏盲。而这一切成因，是人人喊打、维权成本过高，造成的所然。当信用的信念与信仰，一旦丢失、崩塌，重新捡拾起来时，将是其丢失前的百倍成本。老祖先履历告诉今人，重塑信仰的代价，往往是由一起起残酷革命与一场场血腥战争拉始帷幕！故，当今如有公众人物，厚颜无耻、顽固不化般继续为自己的假大空、虚伪去抗争！去辩解！甚至用鳄鱼的眼泪来博取世人共情！难道，不当将其钉在历史的耻辱柱之上吗？,1,0,0,2023-12-09 02:45:46
就这次演唱会的真唱，基本实锤了之前的假唱。最明显的对比，就是这两个。之前的演唱会，《恋爱ing》U 长音还在唱，但是他已经在唱“LOVE”了。这次就不同了，老老实实把上一句的 U 长音给唱了。《干杯》也不敢大摆锤甩起来了。全场下来，明显站桩的时间是以前几倍的量，不敢全场蹦哒消耗体力。唯一遗憾的是，没有听到他说的10拍 E6唱足的表演，E5倒是有。要不，陈信宏你改名叫阿宏吧？因为你没了“陈信”。https://www.zhihu.com/video/1716436220140445697https://www.zhihu.com/video/1716438141248847872https://www.zhihu.com/video/1716439375603433472,1,3,16,2023-12-09 02:24:39
