王自如受访言论引发讨论，媒体评论称「质疑他、理解他、成为他，才是年轻人的出路么」，反映出什么社会现象？,gender,comments,likes,updated_time
看看王自如确实也很悲哀，这个社会的法则本就如此，依附社会的权利实现跨越本是一条途径，可他在镜头面前表现得过于淋漓尽致！年轻时初露锋芒，做评测，一面强调主张，一面拿着赞助，社会底层的运营法则都不清晰，又有多少年轻人和他如出一辙！初生牛犊不怕虎，敢于老罗这种老江湖，外加逻辑达人pk，被送上了人生忠告！网红变成了表情包。10年后对于自身的定位开始逐步清晰，经过毒打后，调整自己，只要自己不尴尬，管你别人尴不尴尬。让我想到，长安三万里里面，李白入赘，要找高适，找孟浩然商量，可内心他已经明白这是他入仕最好的选择，不过是找他人肯定自己的答案。人生的无奈就是到了一定的年龄，你仍然有放不下的理想与执念，你要么选择妥协，要么选择放弃，为什么要成为他？不过是内心的欲望罢了！,1,0,0,2023-11-16 10:44:46
王自如在开始做科技评测的时候，很多人连这个意识都没有。他在有小米投资成立自己公司的的时候，可能是现在大多数UP主向往的目标；他在和老罗撕的时候，很多人可能从来不会达到这个影响力；后来，80万一次的评测，这已经是大多数人的人生目标了；再后来，格力的副总裁位置。只要是个正常人都不会拒绝。说了这么多，不是我支持或欣赏这种做法。而是，从普通人的角度，他已经挺成功的了。但，从公众人物来说，要吃关注度这碗饭的时候。就会被人品头论足。如果说他让你兴趣负面的情绪，只是这个社会只允许如此程度的信息流动。消费他，很安全。,1,0,43,2023-11-16 10:44:35
如今年轻人的价值观怎么都扭曲成这样？马里亚纳海沟“底端的鱼长的也都奇形怪状的。这不叫扭曲，这叫适应环境,-1,0,2,2023-11-16 10:44:14
能上新闻的一般都是群体中有代表性的特殊个体,1,0,0,2023-11-16 10:42:50
佛家云：万法皆空，惟因果不空。每个人有每个人的性格气质特点，有自己的禀赋优势，也只能去走自己的路。这才是大千世界的样子。东施效颦，徒增笑耳。想成为成功的别人大多只是一种痴心妄想。走自己的路，借鉴别人的方法论，活出自己的样子，才是正念正途，这是一定的。,1,0,0,2023-11-16 10:41:19
幸臣,-1,0,0,2023-11-16 10:41:02
刚开始看到他说这段话是：“我哪怕每天什么事都不干，我就看她怎么开会，我听她每天讲什么、做什么，我都觉得是一件很幸福的事”我真的原地三室一厅.....不得不佩服啊，在职场里把关系搞到如此暧昧，还能暴露出来，这属于官宣还是秀恩爱......但是这波秀恩爱，没有点甜味呢？尤其看到明珠姐夸自如的时候，自如脸上略显油腻的憋笑......不得不说，我心脏都快骤停了。不过还是佩服，毕竟房价这么贵、生活成本这么高，想要好的生活品质，确实难。如果是我，我也想换个方向努力，活着实在太难了啊！,1,0,0,2023-11-16 10:40:57
S！很重要,1,0,0,2023-11-16 10:40:41
如果性别转换，大家的评论会是什么。,-1,0,1,2023-11-16 10:40:41
貌似他的那辆跑车是进格力之前就买了，这意味着他进格力之前就已经财务自由了，他是在你们定义的成功之后才去格力的。所以也就别提什么「质疑他、理解他、成为他」了，你成为不了他。还有，你说年轻人质疑他？为啥要质疑他？年轻人不是在调侃他么？,-1,5,8,2023-11-16 10:40:21
不是，该不会以为王自如这种人是想成为就能成为的吧。引用一下原文中的这一段：难道要活成这样，掌握这种目的性明确且包装漂亮的思维与话术，用“职场高阶生存哲学”讨一份安稳甚至优渥的生活，抱持着“纵有万千人指责，但只为一人负责”的决心前进，不再相信“天真的理想”转而拥抱“极致的功利”？很多人，尤其是年轻人，总是有一种误会，就是“我之所以路途不坦只是不想同流合污，假如我XXX我也能做人上人”。事实就是，等你真的丢下脸想要出卖什么东西的时候，才会发现其实这玩意儿也就根本不值钱。因为就连这也很卷。中国有14亿人，不是没有出路，但每一条都很卷，你认知无法触达的那些路都是如此，连你都能看得到的出路那更是人满为患。卖点尊严就能换生活，想得太美好了吧。还“拥抱功利”，你是好出身还是一身本事啊，功利是你想拥抱就能拥抱的？还是好好做自己吧，起码心里舒坦点，真别想那些乱七八糟的。,1,3,34,2023-11-16 10:40:18
社会从来都是利益为先，一切已获取利益为第一要务。自如近水楼台先得月，希望他好好把握，收放自如，生活自如。,-1,0,0,2023-11-16 10:40:16
有什么大惊小怪的呢！这在职场不是司空见惯的吗,0,0,0,2023-11-16 10:39:53
性转版笑贫不笑娼了，你愿意做不代表别人都愿意做，恶臭不恶臭啊只是因为媒体都是舔狗罢了，自己舔惯了看到一个舔狗的案例，就以为所有人都是舔狗了我只能说谁是舔狗谁知道，别来恶心人,-1,0,0,2023-11-16 10:39:52
虽然我不了解王自如，但我不认为他在大企业的地位，会来自于他的话术。如果工作环境需要，薪资待遇也给到位，大部人都能学成王自如这样，言语间自带阿谀奉承，看老板脸色说话。这绝对不是一件很困难的事情，多数打工人对老板都是很客气和尊重的。真正困难的是，是如何具备足够的工作能力，给企业和老板创造实际价值，而绝非情绪价值。对于年轻的打工人，只看着学阿谀奉承，反而是走了歪路。在企业里，纯靠嘴吃饭，反而更难。,-1,5,38,2023-11-16 10:39:48
口含明珠，进退自如。,-1,0,0,2023-11-16 10:39:45
一个能给上司提供情绪价值（拍马屁）的下属比一个埋头做事的下属对领导来说更具价值！毕竟这个社会从来不缺有能力且会干活的人！不管网友调侃王自如是“格力嫪毐”，还是金星阴阳怪气内涵“口含明珠，进退自如”，客观来讲，王自如这个人是真的有能力。无论是早些年做自媒体，还是能依傍董大姐做到格力副总裁。所以，他说出这番话不奇怪。年轻人在职场中，确实得会点“人情世故”。老罗和王自如之前的辩论也挺有意思的，看到一个热梗：罗永浩告诉王自如要人格独立，王自如只记住了格立 。,1,0,10,2023-11-16 10:39:39
在人生的道路上，有时候一句善意的劝告或者指引，就足以改变一个人的命运。对于王先生来说，这样的改变就源自老罗那句“要是被包养了，就别谈什么人格独立”。这句话，就像是一把钥匙，为王先生打开了一扇全新的大门。这把钥匙就是四个字“包养格立”，懂ma？之前的日子里，王先生一直在为生计奔波，过着看工资条、不断开会、向领导汇报的生活。这样的日子虽然安逸，但却缺乏了一份自由和轻松。而老罗的话，却让他意识到，被包养并不是一件坏事，只要能够从中获得自由和安逸，那就是最好的生活。于是，王先生开始尝试着改变自己的生活观念。王先生慧眼识珠之后。他不再过分关注工资条上的数字，也不再为了开会而烦恼，更不再因为汇报而感到压力重重。他的生活变得更加自由和轻松，也因此有了更多的时间去追求自己喜欢的。这样的改变并不是一蹴而就的，而是需要一个过程。在这个过程中，王先生也曾经遇到过一些困难和挫折。但是，他始终坚信老罗的那句话，不断鼓励自己，也因此逐渐找到了属于自己的生活方式。最近，在看《围城》，书中的方鸿渐认为，拍马屁也是一件需要技巧和谨慎的事情。其中有一个桥段，他摆摆手说：“拍马屁跟谈恋爱一样，不能让第三者冷眼旁观。咱们以后要拍马屁，得先看看旁边有没有其他人在场。可别到时马屁没拍成，倒闹出笑话来。”这句话虽然有些幽默和诙谐，但却也道出了拍马屁的真谛，拍之前，顾左右再言他。,1,1,24,2023-11-16 10:39:29
巧了，今天上午还在摸鱼看他和老罗约架的视频,1,0,0,2023-11-16 10:39:27
我认为 我觉的 我理解 他是ok的什么口含明珠 进退自如 我认为 我觉的 我理解 是不ok 的,1,0,0,2023-11-16 10:39:19
拍马屁算啥 狗腿子见过吗 那才叫恶心人 对着老板卖员工 对着员工骂老板 这种货才是最恶心的 王这点事没啥可说的,1,0,1,2023-11-16 10:39:07
有些时候，看到这些新闻，特别想笑。无底线追逐流量的自媒体就是这个社会最大的毒瘤。一个综艺节目上的切片视若瑰宝，还成为他？人家王自如过往什么成绩，在镜头前说了一些恭维的话，咱们打工人就嗨起来啦？情绪宣泄完了呢？啥也没有，还不是该奋斗的继续奋斗，该躺着的继续躺着在职场，你要有优秀的专业技能，解决问题的思维能力，还得要有承担责任的底气。人家有，你有么？,0,0,0,2023-11-16 10:38:59
当财富聚集在少数人身上的时候，绝大多数人的努力，就会失去该有的作用，努力的人当牛马！舔狗的人当小蜜！男小蜜也是小蜜！多数劳动者提供了物质价值，自如提供了情绪价值！,1,0,0,2023-11-16 10:38:48
老罗看人真准,-1,0,0,2023-11-16 10:38:38
老罗当年说的没错，既当又立。社会回不到经济高速增长的阶段，在信心不足，失业率居高不下的时期，在阶层日渐固化，上升通道逐渐狭窄的内卷化时代。总有些人寄希望于另辟蹊径，来满足自己内心的欲望。质疑他、理解他、但不要成为他。,1,0,0,2023-11-16 10:38:18
自信的表现，无可厚非！,1,0,0,2023-11-16 10:38:04
这是直接给上了毒龙了 ,-1,0,0,2023-11-16 10:37:41
其实现实职场中，王说的这些话，听得多了去了。只是因为拍摄视频剪接的原因，这种高密度的职场话术展示，确实给人恶心感。王说他没看过工资条，并不代表他不在意他收入，他入职格力的时候，你们觉得他没和HR谈，没和董谈过年薪的事情吗？单纯说没看过工资条，这话也对，说实话我也没看过工资条这个物件，但我要看每个月工资到账的银行短信提示呀。王的这套话术，其实就是职场中的一些场面话，在采访，会议，酒桌上说的，你们以为王他自己心的真的这么想的？或者董她真认为王就那么听话？职场上蛮重要的一点就是要学会“口是心非”，场面话要说，下来该卷的卷，该争的要争。你要觉得王仅凭几句奉承话，就能从董那里拿到资源，拿到话语权，我觉得还是把董这样的企业家想得太简单了。,1,4,39,2023-11-16 10:37:14
