#张雪峰回应文科都是服务业#,Query time: 2023-12-24 13:41:06,likes
【】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。12月9日，回应称：“我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！” 随后其在 【】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。12月9日，回应称：“我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！” 随后其在评论区表示，做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业，你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的。看了我的言论伤心了的，我向您们道歉。,2023-12-09 13:58,0
没关系，职业宇宙的尽头是销售员。[月亮代表我的心],2023-12-09 13:58,1
医学看上去高大上，其实也是服务业，打工人都是为了生活，谁能高贵到哪去 ,2023-12-09 13:58,1
现在文科更好考公上岸，讲文科是服务业是强行制造口水战，工科才是真正的服务业——工人👷才是真正的打工人，正宗的服务实体的服务人员。,2023-12-09 13:58,48
这话确实没毛病。 ,2023-12-09 13:58,0
虽扎心但正确 ,2023-12-09 13:58,0
实话//:不需要恶意解读……我就是文科，我就是服务业，但我也有自己的乙方。除了资     本     谁不是服务业？谁不是乙方呢？张雪峰讲的实话罢了,2023-12-09 13:58,0
什么文科理科的，不都是在给别人服务！只不过服务对象不同罢了,2023-12-09 13:58,51
服务业怎么了，自己有职业歧视，把锅扣给别人。 ,2023-12-09 13:58,3
没关系，理科也是服务业。普通人学啥都是牛马。 ,2023-12-09 13:58,0
都让你懂完了 ,2023-12-09 13:57,1
无论何种学科和行业，本质上都是在服务，只是对象不同。 ,2023-12-09 13:57,3
哪一行不是服务行业啊 想知道,2023-12-09 13:57,2
文科理科都不容易，各有各的难只能说 ,2023-12-09 13:57,0
难道没觉得当你质疑“服务业”的时候，是自己本身就瞧不起这个行业吗？这个行业很伟大.且不可或缺.要想做好也需要很强的能力与付出.有时间天天盯着张雪峰咬.不如好好提升自己. ,2023-12-09 13:57,0
,2023-12-09 13:57,0
什么行业都无所谓,2023-12-09 13:57,5
没事，不会破防，什么学科里的大多数人我们都是牛马。活着已经很累了，就想活得别那么直白透彻不好吗,2023-12-09 13:57,1
【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 13:57,1
猎头乙方 一边舔甲方一边舔候选人 上班一周打我一年的电话,2023-12-09 13:57,0
哦哦知道了已阅 ,2023-12-09 13:57,0
【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 13:57,0
哪一行本质不是服务业 ,2023-12-09 13:57,0
没必要为了吸睛丑化文科 ,2023-12-09 13:57,1
实话难听而已，张雪峰，我喜欢。 ,2023-12-09 13:57,1
别狗急跳墙了 服务业其实是第三产业的总称你们知道吗。。。。别看见服务业就光想着服务员 其实老师 销售 代理 甚至投资人都是服务业你们知道吗。。。。。这世界上的绝大部分人都在从事服务业你们知道吗。。。就这些都不知道的还想让别人好言相劝 还想成为多么厉害的千万富豪 别狗急跳墙了 服务业其实是第三产业的总称你们知道吗。。。。别看见服务业就光想着服务员 其实老师 销售 代理 甚至投资人都是服务业你们知道吗。。。。。这世界上的绝大部分人都在从事服务业你们知道吗。。。就这些都不知道的还想让别人好言相劝 还想成为多么厉害的千万富豪。。。。别幻想了,2023-12-09 13:57,0
学理出来也是牛马,2023-12-09 13:57,0
张老师说的真的没毛病 ,2023-12-09 13:57,1
我是05年上的大学，那时候文科分数线比理科低，不止一点儿。 ,2023-12-09 13:57,0
没毛病 ,2023-12-09 13:57,0
任何专业归根结底都是服务业 ,2023-12-09 13:56,0
已阅读并知晓～ ,2023-12-09 13:56,0
服务是个大框，不光文理，其实各行各业都可以套，政府也说自己是服务型政府，党更别提了，突出一个为人民服务，私企顾客都是上帝，唯一一个对自己是服务业有很大抵触的，我个人感觉是医院，他们是绝不肯认为自己是服务业的 ,2023-12-09 13:56,0
科普一下全世界老虎的种类与区别 ,2023-12-09 13:56,0
平庸的工作者都是服务业吧，我承认我不是科学家,2023-12-09 13:56,2
没错啊，学文的就是这样，各行各业，只要🈶文科的岗，基本行为方式就是舔。舔到最后，🈶的一无所有，有的只手遮天。是不是很戳心事实就是这样！ ,2023-12-09 13:56,1
没关系 文科理科家里没底全是当牛马,2023-12-09 13:56,1
其实没错，实话不是都好听的总要接受 ,2023-12-09 13:56,1
本来就是啊（叠甲，本人文科），忠言逆耳，实话哪有好听的。 ,2023-12-09 13:56,3
文科为什么都是服务业啊在说什么啊 ,2023-12-09 13:56,0
确实不好听，但是，唉😔 ,2023-12-09 13:56,0
没说错呀，这有什么好杠的，看来年底的压力确实是太大了 ,2023-12-09 13:56,0
来来来，再听张老师说两句！,2023-12-09 13:56,2
没毛病，如果我有脑子选择理，我也不会喜欢文，老师又没说错啥，大多数人都是服务业 ,2023-12-09 13:56,0
说白了，就是做乙方的，舔归舔，但是赚钱嘛，不寒碜！而且，文科也可以去考公，去政府机构事业单位，也能做甲方啊。但是说白了，政府机构也属于服务业。三大工业，又不能去种地，又不能上流水线，可不就只剩下服务业了 ,2023-12-09 13:56,0
我的十宗罪之前三第一宗：云南文科第二宗：汉族考生第三宗：本科双非 ,2023-12-09 13:56,0
真的很好笑 ,2023-12-09 13:56,0
我很喜欢张雪峰这个性格，有什么说什么同时也比较客观。那么文科生从业后到底是不是服务业呢，这个还要从文科都专业设置以及就业方向去看。我们知道，相对于理科生，文科生的专业相对较少，大致包括经济学、法学、教育学、文学、哲学、历史学、管理学类专业等这些差不多 我很喜欢张雪峰这个性格，有什么说什么同时也比较客观。那么文科生从业后到底是不是服务业呢，这个还要从文科都专业设置以及就业方向去看。我们知道，相对于理科生，文科生的专业相对较少，大致包括经济学、法学、教育学、文学、哲学、历史学、管理学类专业等这些差不多七大类，当然如果细分那就更多了。那么什么是服务业呢，服务行业是指从事向公众提供各种劳务活动的行业，包括商业、餐饮、旅游、零售、教育、医疗保健等等。根据上面的七大类然后再根据服务行业的特点一一套用，就可以知道自己到底是不是从事的行业是不是具有服务的意思了。比如我是学法学的，现在从事律师行业，从本质上上讲我就是服务当事人的，为他们提供法律服务，这点我就是服务业的一种，没毛病。,2023-12-09 13:56,38
