张雪峰文科就是服务业,Querytime:2023-12-23 20:54,点赞数,点评数,用户昵称,IP位置
所以像您都应该明白经济基础决定上层建筑，上层建筑反映经济基础的道理。另外对于我自身的专业角度（旅游英语➕旅游管理），那人家真的没说错，服务业就是要给客人笑，不笑人家觉得你态度不好投诉你！,2023-12-19 11:00,1,0,娜娜子姐姐,河南
这叫做 现实,2023-12-19 10:34,1,0,黄十七,江西
能挣钱的职业才是好职业[失望R]人家给的建议能让你挣钱多能舒服，就是好的[失望R],2023-12-19 10:00,1,0,momo,山东
嗯上升的高度不错。不过我建议您从事保洁员，毕竟维护城市干净整洁，保护大自然不受垃圾侵害，维持孩子梦想乐园，也是一件很有意义的事情。不过现在的人都太浮躁，固执的去考考考，去追求孔孟之说，去追求精神圆满，恰恰失去了脚踏实地的这个最基本的道理，可惜这样的无人在意之地，只有一些活过了半辈子终于看透风风雨雨，受过世间苦楚有大智慧的老人才能参透。所以她们做了这份工作。我建议大家应该争相去做这样的工作，只有这样一步一个脚印才能成就自身。而不是一开始就去追求虚无缥缈的人文存在感，你说呢。,2023-12-19 09:16,2,0,乐乐小可爱,山东
他给的建议基本都是实用主义 针对多数普通家庭 艺术真的不在多数人的选择里,2023-12-19 09:00,0,0,一路并肩而行baby,河北
文科很重要，但是文科毕业生的出路，在哪里呢？，刚刚在小红书才看到一个哲学博士去做家政，他说不会在他的账号再写自己的研究了,2023-12-19 08:30,0,0,不到年级前五十不改名,重庆
何不食肉糜，就是没过苦日子才说的出这种话[笑哭R]中国小地方一堆3-4k工资的，你让小孩学文科？,2023-12-18 22:09,3,0,是条良犬,英国
这不是有您吗？我们普通人就混口饭吃,2023-12-18 21:30,1,0,doll,越南
文科是属于吃喝不愁的上流阶层的,2023-12-18 20:13,1,0,topson,安徽
可是有多少文科专业是探讨人性深幽呢？有多少文科专业的毕业生可以依靠哲学伦理思考养活自己乃至身后的家庭呢？说不好听的，文科专业不能产生物质资料，绝大多数文科专业起到的作用是社会生产的加速剂和润滑剂，这可不就是服务业。吃穿住行用水平的提高还是靠理工科。人文社科当然很重要，甚至是最重要的。可是有多少文科生在生活的压力下还能冷静的思考？我们国家现在的发展水平还养不起这么多文科岗位，所以文科就业才这么难。现在还是请把珍贵的为数不多的人文社科岗位交给长于此道的人，普通人还是埋头耕耘，为后辈可以仰望星空而努力吧,2023-12-18 18:38,1,0,Kinshi,中国香港
文科生也得先活下去，张只是说了句实话而已。底层人学文是出不了头的。,2023-12-18 13:36,1,0,KP,四川
需要第三方提供信息的，我感觉收入和稳定还是前提，他们下一代就好很多了。还是要先有物质上安全感。我觉得他带来的价值大于弊端。提升人文学科重要性和认知是基础教育工作者的责任，不是张雪峰的责任。,2023-12-18 13:12,0,0,Rand,澳大利亚
别太把自己当回事，还什么民族灵魂，精神自由，饭都吃不起，没人愿意听孔乙己念叨茴香豆有几种写法,2023-12-18 12:57,2,1,山间竹笋,河北
人家一个教普通人高考填报志愿还有考研规划以及就业规划的，你非得给人家上升到孔孟的高度，人家谢谢你哦～,2023-12-18 12:53,5,1,小红薯634851F3,江苏
你有钱。你可以天天坐着思考哲学。我没钱。只能想办法赚钱。就这么简单,2023-12-18 12:36,1,0,居居的姜姜,陕西
现在的文科哪有思辨欲望哪有人性幽暗。多是政治正确和背书背背背,2023-12-18 11:34,5,1,毕业立马进厂,湖北
出现分歧是理想主义者和现实主义者的思想认知区别。现实主义者可能曾经也是理想主义者，物质上的匮乏使他们失去理想。现实主义麻木的人确实要靠理想主义者唤醒，但人目前的生存环境决定了大部分人要走向现实主义。张雪峰的话只是一家之言，理想主义者不会因此失去理想，需要物质生存的人目前也不可能是理想主义者。我们要寄希望于，在物质条件极大丰富时，他们能成为理想主义者。,2023-12-18 11:23,2,0,梅子黄时雨,北京
别人说这话引起反思了是有利于学科健康发展的[失望R]一堆人在那我们没问题！理工科也是服务业！短视搞笑,2023-12-18 11:09,0,0,iswear,湖南
说的有问题？服务业也叫第三产业，不总共只有工业 农业 服务业三种？不是服务业难道还是工农业？,2023-12-18 11:09,0,0,大头儿子和下头爸爸,日本
他哪里说错了  你这叽里呱啦说一大堆 真是饱汉不知饿汉饥。 我就是文科 他说的就是对的啊。,2023-12-18 11:06,1,0,忘忧,四川
但你要信的是红社会需要的是没有骨头的奴才文人，一个肉喇叭。因为社科类学科没有数据支撑都是玄学，但你看红社会动不动就禁止公布失业人口，禁止公布法拍房数量，禁止公布基尼系数。前些年公布出生人口数量，然后被专家用当年疫苗数逆推出官方出生人口数造假严重，然后被请去喝茶，第二年疫苗数就不公布了。你就知道红社会就是一群老鼠，暗搓搓的赚阴沟里的钱，论硬实力就是一群瘪三。等真做研究，搞社科学问，只敢舔着脸去国外要数据要模型罢了，都是一群什么下三滥,2023-12-18 11:03,1,0,K先生,上海
那也得先吃上饭再考虑人类发展吧[笑哭R],2023-12-18 11:02,1,0,饭团,天津
能有这种思考的人 不会被张的言语左右思想的。他影响的是大部分啥也不知道但是要选专业的人,2023-12-18 10:58,1,0,牙牙,浙江
你说了那么大的格局，是因为他是甲方，不是因为他是学文科的[偷笑R],2023-12-18 10:55,0,0,瞎得瑟的建筑师,上海
月亮与六便士之争?可惜现在更多人需要那六便士买个面包[微笑R],2023-12-18 10:42,2,0,风随,北京
我就文科的，我没觉得老张说的有啥不好[抠鼻R][抠鼻R][抠鼻R],2023-12-18 10:29,1,0,叮,山东
宇宙的真理不发工资啊,2023-12-18 10:21,1,0,你找错人了,上海
笑死[笑哭R]，有钱人看别人饿死了:他们怎么都不去吃饭啊,2023-12-18 10:21,3,0,Prayl,澳大利亚
艺术哲学有现实用处吗？,2023-12-18 10:20,0,0,旧言,浙江
所以说在张雪峰眼里，到底什么才算是好专业[黑薯问号R]，真的很不理解,2023-12-18 10:02,0,0,不知道取什么名字了,上海
Emm，我觉得对于底层来说，他的有些话还是很重听的[派对R],2023-12-18 10:01,0,0,森屿设计事务所,广东
不知道 反正我音乐教育专业到现在没有正经工作 在打印店一月2500的时候是真后悔当时文理差不多的时候没去理科 哪怕去修东西 到处跑 去工地一个月都至少5.6千吧[哭惹R],2023-12-18 09:53,0,0,本兮睡不醒,四川
你说的没错，但能起到这种作用的人都是领域内的大佬，一个国家有几个这样的人就够了，其他人有啥用啊，普通人不还是得和柴米油盐打交道，工作都找不着还扯这些[笑哭R]这么宏大的观点背后藏着的是啥，不就是为了筛选出个别潜力股，要让一群普通人跳进去当饭都吃不上的分母[笑哭R],2023-12-18 09:52,0,0,lucky,辽宁
何不食肉糜，马斯洛需求，幸存者偏差,2023-12-18 09:49,0,0,Chloé 蕤澍🍷,法国
从评论就看得出来，反对的绝大多数都是脱离现实的理论,2023-12-18 09:46,1,0,xi,福建
@白菜心甜度超标 以前我可能还会赞同，现在我只想说，不会赚钱再怎么重要有什么用，我饿着靠什么活，风花雪月吗,2023-12-18 09:40,2,1,真的很好笑,陕西
哪有在网络上强调自己是985教师的 刷流量的吧 散了散了,2023-12-18 08:51,0,0,可乐不可乐,上海
"一个跪久了的民族，连站起来都有恐高症。一说钱权，立刻放大瞳孔。一说男女性事，马上就兴奋。说到道德、民生、人性、良知，个个噤若寒蝉，不关我事，不感兴趣。一个个精到骨头的个体组成了一个奇葩的族群，所有的屈辱和灾难都是自酿的。----鲁迅

",2023-12-18 08:43,1,0,白日观察师,北京
正是众多相信哲学的人，支撑起了富人的生活。,2023-12-18 08:22,0,0,孟琦杰,江苏
怎么说呢，张雪峰说完这句话，成都高铁诬蔑案一审判下来了，跟着文科生要起诉他了。各种事加在一起，我只能说张雪峰的含金量还在提高,2023-12-18 07:56,0,0,沐雨,陕西
就凭您这个大学教授说的这一大段假大空，只谈理想，不谈现实的话。我就知道文科就好不了[飞吻R],2023-12-18 07:11,6,0,小红薯651D65E0,吉林
张大概没意识到自己已经有一些影响力了 说话可不能随意 他这些争议的话题完全是还想以前那样随口一说 其实他应该把视频重新回看 自己就能发现很多不妥了 或者是为了流量？,2023-12-18 07:08,0,0,多多,北京
哦你内涵 科学文学哲学音乐设计基本上都达到最佳水平，然后打了一二战的德国？,2023-12-18 06:43,0,0,天刀,广东
[笑哭R]可他，自己现在不也是服务业，就很唏嘘，明明都是要舔甲方，说的理科不要一样,2023-12-18 06:19,1,0,染色球,福建
何不食肉糜,2023-12-18 06:16,0,0,Nemo Yang,江苏
人文社科是人类的自我反思和自我认识，只能说对于一个仍然需要考虑自身生存的国家，人文社科的这种境遇也属正常，总而言之，反正已经麻了，倒不如觉得在这种求生存的艰苦时代作为集体类的理论理性的人文社科仍然坚持着这种反思也颇有些悲壮审美意味（虽然听起来有些自我安慰的感觉）,2023-12-18 05:07,0,0,Pius Gregorius,上海
收起你的高傲吧,2023-12-18 03:17,0,0,...,浙江
乐，我们上海人是这样的,2023-12-18 03:16,0,0,...,浙江
五七干校还是很有必要的,2023-12-18 03:09,0,0,John lone,湖北
人文社科大多数专业都理论性很强甚至极强，这导致他们很多并没有在本专业以外的用武之地。在本科阶段的同等水平下，显然理工科受到的量化训练和数理基础会使他们更贴近于工作需求。这才是根本原因。如果你很喜欢人文社科又不愿意放弃找到一个好工作，那你大学就有目的的选课就好了。更何况二者又不是割裂的，在一些人文社科里面如果你能熟练掌握一门编程软件/数据处理语言那也是很有优势的。我觉得现在很多人思考的大误区就是强行分裂文理科，但这显然是不对的。,2023-12-18 02:30,0,0,猫草,山西
你知道211本俄罗斯硕的，学管理的，家里不给安排工作也只能找到酒店当前台的工作吗？,2023-12-18 02:29,1,0,空阶夜雨城,山东
感觉您是因为作为985教授被人捧习惯了听见张把文科贬低的一文不值所以心里不服气吧...多么崇高的理想在现实面前就是不堪一击，您觉得这种风气很可悲，有没有想过就是当今社会现状决定的...您是不是研究文科研究太久了和现实过于脱轨了...理工科就是比文科好就业这就是事实啊 你不能因为自己处在高层看不见下面的人挣扎的多辛苦吧 今年秋招什么形式您看了吗 网上多少人找不到工作崩溃心碎的视频还少吗...您在上海City walk感悟怎么没有人为崇高的人文奋斗的时候，怎么没想过大把大把的人找不到工作...或许您从事的这个职业作为文科不是服务业不需要舔甲方 但是现在您这样的文科就业去向有多少,2023-12-18 02:26,9,1,Sparkling,吉林
