#五月天假唱鉴定#,Query time: 2023-12-17 22:49:01
啊？不会吧，他们的实力应该也不需要假唱吧，仁者见仁 智者见智，我还挺喜欢他们的歌的 ,12月02日 23:47
嗓子不行就少开两场休息着来，不管是哪个歌手，演唱会假唱不开麦真的很可耻。。。 ,12月02日 23:47
。。。啊对对对 都是假唱 放过五个小老头吧 到时候演唱会请你们谁也别抢票🙄 一群吃饱了没事干的人我说你们实在不行进个厂拧螺丝去 ,12月02日 23:47
这事还是发酵大了，不是假装不在意两句玩笑，什么影响抢票一笔带过的了，这是诈骗，需要跟粉丝道歉的，以后别这样了，梦会碎的 ,12月02日 23:47
自己演唱会假唱有点离谱了…… ,12月02日 23:47
哈哈哈哈 看大家都在说 嫌假唱的都别抢票 这要我想到了我的一堆故人 ,12月02日 23:47
不是吧有鉴定结果了吗 ,12月02日 23:47
首先演唱会假唱犯法，其次演唱会假唱犯法，最后演唱会假唱犯法，还有不认为五月天这么大一咖位的组合会知法犯法，如果真的那就离谱 ,12月02日 23:47
超喜欢听五月天的第一天！！！ ,12月02日 23:47
演唱会假唱犯法呀…,12月02日 23:47
开那么多场 肯定累的 但是假唱真的不应该 ,12月02日 23:47
前有车后有辙，连演唱会假唱都无所谓了，五月天你的粉丝不在乎，你可以继续假唱！这是对糊坛的重大利好，只要会营销哑巴也能进歌坛！ ,12月02日 23:47
粉丝别洗了，丢人现眼！ ,12月02日 23:47
离谱这是否了五位老师的功力嘛 ,12月02日 23:47
放过五月天吧………………….当时泉州无麦军训真的惊到我了 看台上都听的很清楚不管怎样 现场还是超级超级嗨的 ,12月02日 23:47
昨天在b站看了一个五月天老粉发的假唱合集，当时真的相当震惊。 ,12月02日 23:46
这个话题火了我才知道原来演唱会假唱违法。。。（关注点偏了不是） ,12月02日 23:46
然后还是明年鸟巢开始        一开十场还是抢不到票就尴尬了 ,12月02日 23:46
真不真唱不评价，但是粉丝说假唱我也愿意就是ztmdj ,12月02日 23:46
严谨点来说叫接唱，难度大的部分放cd，好唱的部分真唱，欧美玩烂了的操作，就看粉丝接受程度咯 ,12月02日 23:46
我买票是去听五个人讲垃圾话的，唱不唱歌真的没所谓🤷 ,12月02日 23:46
天呐，假唱，那就别抢票了。求求大伙把票留给我。我愿意全勤,12月02日 23:46
真的假的，这鉴定靠谱么？,12月02日 23:46
别在微博升堂了 真那么确认 直接向有关部门去投诉 别再这bb了 看过现场的反正一点没有假唱的感觉 ,12月02日 23:46
演唱会假唱是违法的吧,12月02日 23:46
假唱？ 好好好,12月02日 23:46
srds，演唱会后半段很明显听出来嗓子哑了,12月02日 23:46
啊？啊 ,12月02日 23:46
年纪到了。。。 ,12月02日 23:46
不可能吧！ ,12月02日 23:45
让让我去吧求你们别抢票了 ,12月02日 23:45
我不信,12月02日 23:45
今年14号上海场 因为你所以我阿信都唱错词了 怎么可能是假唱啊 ,12月02日 23:45
//:孝急典蚌//://:算。报警吧。//:这算人身威胁了吧,12月02日 23:45
闹大了要坐牢的，我劝粉丝安静点,12月02日 23:45
嗯 希望我明年可以抢到票,12月02日 23:45
真真实实明明白白 ,12月02日 23:45
真该好好向伍佰大大学习一下什么叫尊重舞台 ,12月02日 23:45
所以为啥五月天这么火？小时候(暴露年龄了）没觉得他们的歌传唱度有多高？(相比周杰伦林俊杰陈奕迅孙燕姿梁静茹蔡依林张韶涵等等），看每个城市都好多场，上海好像还8场？感觉他们的歌没那么好听啊(相比其他很多台湾歌手)，还是说他们这类型的歌朗朗上口容易调动跟唱气氛？(陪别人去 所以为啥五月天这么火？小时候(暴露年龄了）没觉得他们的歌传唱度有多高？(相比周杰伦林俊杰陈奕迅孙燕姿梁静茹蔡依林张韶涵等等），看每个城市都好多场，上海好像还8场？感觉他们的歌没那么好听啊(相比其他很多台湾歌手)，还是说他们这类型的歌朗朗上口容易调动跟唱气氛？(陪别人去过外场，这种经历不想再有，不如在家听音响…),12月02日 23:45
没有一只好台蛙 ,12月02日 23:45
爱豆假唱也就算了，歌手还假唱6 ,12月02日 23:45
你们最好都别去，都别和我抢票,12月02日 23:45
个人演唱会假唱，构成消费欺诈了，观众完全可以要求退费，甚至索赔。别不当一回事，这也算市场规则，裂开一道缝不在意，早晚裂成一个大口子，整个市场崩坏！毕竟，这么轻易就蒙混过关、落袋为安，很快就有很多人有样学样。其实能力退化也没那么可怕，愿意为老歌手买单的听众，也没期 个人演唱会假唱，构成消费欺诈了，观众完全可以要求退费，甚至索赔。别不当一回事，这也算市场规则，裂开一道缝不在意，早晚裂成一个大口子，整个市场崩坏！毕竟，这么轻易就蒙混过关、落袋为安，很快就有很多人有样学样。其实能力退化也没那么可怕，愿意为老歌手买单的听众，也没期待能听到绝世唱功一如往昔，无非是对自己的记忆和情怀有个交代罢了。唱功维持得好，是惊喜，就算出了丑，也不过感慨几句岁月无情就过去了，远没有假唱丢人和后果严重。,12月02日 23:45
,12月02日 23:45
五月天不是都是粉丝在唱吗？哪有台上唱的，真的很搞笑 ,12月02日 23:45
这一听不就听出来了吗假唱会很明显的 ,12月02日 23:45
不可能吧。。。我看的北京场，一直有语言交流互动，还有点歌，带粉丝喊麦，唱到后面状态挺好的但也能感觉到阿信很累，没有假唱的痕迹。这个鉴定我看不懂，但是你只鉴定音准真的有用吗。有些歌的调子比较好找，准一些不正常吗 ,12月02日 23:45
既然是假唱，大家别抢票了，叫我去听吧 ,12月02日 23:45
现场气氛特别好……他们出道这么久我还真没往假唱这方面想过 ,12月02日 23:45
留张票给我让我去听一听？ ,12月02日 23:45
不会吧我趣 ,12月02日 23:45
演唱会假唱，还有粉丝在这说假唱也支持这就跟演员不说台词而是说1234后配音是一样的破坏了原本的演出规则，失格歌手滚出演出市场，谢谢 ,12月02日 23:45
机能不行别开呗 演唱会都假唱钉在耻辱柱上不过分啊 ,12月02日 23:45
嗯，那你们明年别抢票了，留着我去看,12月02日 23:45
原来大家都不知道营业性演出假唱是违法的啊，还什么演唱会就看个氛围，假唱粉丝乐意就行，真是无脑洗啊 ,12月02日 23:45
哇去 有点不敢相信 在我印象中五月天不会假唱的 ,12月02日 23:45
都别去了 我没抢到票 把票给我留下 ,12月02日 23:45
破站看到鉴定了。。。鉴定的12首里五首假唱。。。哎呦你对得起你自己吗？。。你对得起喜欢你的人吗。。。。,12月02日 23:44
虽然以前很喜欢五月天的歌，但近几年感觉每次都是在假装卖情怀，果然都是假唱🤷今年看了周杰伦演唱会应该也有假唱😮‍💨普通歌迷朋友的钱就是那么好赚啰，明星赚、主办方赚、黄牛赚。真特么该亖啊！再也不想去看假唱的演唱会了！,12月02日 23:44
伍佰:我都不唱的 ,12月02日 23:44
啊？ ,12月02日 23:44
下次让我买到🎫我要去看啊 ,12月02日 23:44
要不我去？ ,12月02日 23:44
演唱会假唱犯法啊,12月02日 23:44
不会吧……我嘞个豆尊嘟假嘟 ,12月02日 23:44
现在的人什么都敢信啊建议带上耳朵自己去听，哦还是算了，都别听，没人和我抢票最好永远爱五月天不仅是我的青春更是我低谷时的力量来源,12月02日 23:44
对对对，诈骗级别的假唱。路人粉以后不要抢票了哈。本脑残粉愿意当冤大头去现场蹦迪。 ,12月02日 23:44
到底假没假唱啊，给个实锤 ,12月02日 23:44
我根本不在意真唱假唱，我就是想体验一次我的青春，明年你们都别买票，让我买,12月02日 23:44
好好好好好好好好好好好好好好好好好好好好好 ,12月02日 23:44
别再说什么“那你们别抢票了我去”“你们不听我听”，演唱会假唱是职业道德问题啊，你可以破音可以难听，唱不动可以不开，但你假唱是不是太对不起观众了,12月02日 23:44
我嘞个豆 ,12月02日 23:44
你们最好让我抢到票,12月02日 23:44
就是说最近是不是大家没事儿干了 实在不行找个班上吧 ,12月02日 23:44
只能说上海开八场是对自己和粉丝的不负责 ,12月02日 23:44
谢谢谢谢，都这样说了，明年深圳可一定要让我抢到票哦，都别跟我抢我要看,12月02日 23:44
好听爱听,12月02日 23:43
啊？什么情况 ,12月02日 23:43
假的 ,12月02日 23:43
如果演唱会假唱的话，好像是违法了吧？晚会假唱还能理解，演唱会假唱…无法理解… ,12月02日 23:43
粉丝花钱看你演唱会假唱卖弄情怀？这不是诈骗犯吗？请抵制他们来大陆圈钱歌手不真唱叫什么歌手？还不如偶像团体假唱起码人家卖力跳了 ,12月02日 23:43
不会吧，我感觉不敢相信 ,12月02日 23:43
这个鉴定有点离谱 ,12月02日 23:43
没想到这年头合唱都能假唱了  真的不尊重嘉宾不尊重观众 ,12月02日 23:43
这样吧  留张票给我  让我去现场鉴定一下 ,12月02日 23:43
对对对，就这样宣传求求你们把票都留给我吧 ,12月02日 23:43
刚看完鉴定，这么假唱真的是行业现状吧,12月02日 23:43
真的假的 到底假唱了没有,12月02日 23:43
这事个人认为，不能容忍假唱。这是不对等的价值交换。希望大家不要说涂氛围。如果你买一件更贵的衣服，是假的，你会说你图它牌子有多硬吗？这是在维护自己的权益，消费者的权益。无论发生在哪个歌手，都不应该容忍。 ,12月02日 23:43
演唱会如果假唱就有点过分了啊。如果不是，应该出来澄清一下比较合适。 ,12月02日 23:43
居然真的假唱，真敷衍啊  真心喜欢他们的粉丝去看演唱会的粉丝应该很难过吧 ,12月02日 23:43
你们都信了是吧，那就别跟我抢票了,12月02日 23:43
啊？啊？啊？！ ,12月02日 23:43
对！！！就这样宣传，这样大家都不去看五月天的演唱会我就可以抢到票了,12月02日 23:43
[丰收了][丰收了][丰收了] ,12月02日 23:43
？啊 ,12月02日 23:43
啊？真的假的啊？？？不至于吧,12月02日 23:43
不是，有点不敢相信，在我印象中五月天不可能假唱的，实在不行少安排几场呗，这样做真的挺伤人心的😳,12月02日 23:43
哇趣真的明年都别去了让我买票,12月02日 23:43
让我去 ,12月02日 23:43
好多根本啥都不懂的在那边瞎发表意见，蹭流量蹭热度，人家的演唱会，想怎么唱就怎么唱，就是唱劈叉粉丝也开心，演唱会开的好得罪哪家了我不说Dddd ,12月02日 23:43
好嘟 你们明年都不要去抢票了别去了 我求你们,12月02日 23:43
gun啊啊啊啊！！！！把我福州场太原场场次弄没了，场次变少了！！！！就杀了所有人！！！！不爱看我看！！！！我明年再看不成就杀了所有人！！ ,12月02日 23:43
我乐意听，让我去 ,12月02日 23:42
我觉得演唱会为了效果，假唱也没啥 ,12月02日 23:42
莫名其妙的热搜五月天假唱，那就别去，把票留给想去演唱会的人 ,12月02日 23:42
假唱就该罪该万死，洗你爹呢，还涂个氛围你怎么不放蓝牙音箱阿 ,12月02日 23:42
额好离谱 ,12月02日 23:42
不是说要唱到老吗，没办法接受… ,12月02日 23:42
这样吧，特别反对这类现象极其讨厌这种的别和我们抢票了我特别喜欢五月天演唱会的氛围，他们的歌很好听 ,12月02日 23:42
什么时候 破音和跑调 成了证明歌手真唱的骄傲了 ,12月02日 23:42
点进来看到各种韭菜成精,12月02日 23:42
最讨厌假唱的人欺骗消费者,12月02日 23:42
放过五月天吧[丰收了] ,12月02日 23:42
真的假的？ ,12月02日 23:42
麦田农夫还真有人信啊 看看当个乐子差不多得了 ,12月02日 23:42
不可能！这么难听的歌真的没必要假唱！,12月02日 23:42
我其实很爱我的粉丝们，我知道大家追星的感受，但是我更喜欢冷静看待问题。上次我质疑了一下五月天这个问题，一堆骂我的要知道能让我去买演唱会门票的只有周杰伦和五月天。我也真的是他们的歌迷。(票根啥的我也都有)可是实锤就是真假混唱，不尊重粉丝，这确实算是诈骗了。。 我其实很爱我的粉丝们，我知道大家追星的感受，但是我更喜欢冷静看待问题。上次我质疑了一下五月天这个问题，一堆骂我的要知道能让我去买演唱会门票的只有周杰伦和五月天。我也真的是他们的歌迷。(票根啥的我也都有)可是实锤就是真假混唱，不尊重粉丝，这确实算是诈骗了。。。一场演唱会纯赚几千万，带着假唱一次开那么多场，说不失望是假的😞最后，他是我的青春，演唱会如果可以买到内场，我可能还是会去再看一次。可能这也是我们的钱好赚的原因。导致他们不尊重我们的原因吧。,12月02日 23:42
